"filename", "language", "CSS", "JavaScript", "JavaScript JSX", "comment", "blank", "total"
"c:\Users\pa515\Downloads\wran-bulkProjectModified-main\wran-bulkProjectModified-main\src\icons\IconExport\IconExport.jsx", "JavaScript JSX", 0, 0, 24, 4, 3, 31
"c:\Users\pa515\Downloads\wran-bulkProjectModified-main\wran-bulkProjectModified-main\src\icons\IconExport\index.js", "JavaScript", 0, 1, 0, 0, 1, 2
"c:\Users\pa515\Downloads\wran-bulkProjectModified-main\wran-bulkProjectModified-main\src\icons\IconFilledCursor1\IconFilledCursor1.jsx", "JavaScript JSX", 0, 0, 65, 4, 3, 72
"c:\Users\pa515\Downloads\wran-bulkProjectModified-main\wran-bulkProjectModified-main\src\icons\IconFilledCursor1\index.js", "JavaScript", 0, 1, 0, 0, 1, 2
"c:\Users\pa515\Downloads\wran-bulkProjectModified-main\wran-bulkProjectModified-main\src\icons\IconFilterClear\IconFilterClear.jsx", "JavaScript JSX", 0, 0, 26, 4, 3, 33
"c:\Users\pa515\Downloads\wran-bulkProjectModified-main\wran-bulkProjectModified-main\src\icons\IconFilterClear\index.js", "JavaScript", 0, 1, 0, 0, 1, 2
"c:\Users\pa515\Downloads\wran-bulkProjectModified-main\wran-bulkProjectModified-main\src\icons\IconFilterOff\IconFilterOff.jsx", "JavaScript JSX", 0, 0, 26, 4, 3, 33
"c:\Users\pa515\Downloads\wran-bulkProjectModified-main\wran-bulkProjectModified-main\src\icons\IconFilterOff\index.js", "JavaScript", 0, 1, 0, 0, 1, 2
"c:\Users\pa515\Downloads\wran-bulkProjectModified-main\wran-bulkProjectModified-main\src\icons\IconFilter\IconFilter.jsx", "JavaScript JSX", 0, 0, 21, 4, 3, 28
"c:\Users\pa515\Downloads\wran-bulkProjectModified-main\wran-bulkProjectModified-main\src\icons\IconFilter\index.js", "JavaScript", 0, 1, 0, 0, 1, 2
"c:\Users\pa515\Downloads\wran-bulkProjectModified-main\wran-bulkProjectModified-main\src\icons\IconInfo3\IconInfo3.jsx", "JavaScript JSX", 0, 0, 23, 4, 3, 30
"c:\Users\pa515\Downloads\wran-bulkProjectModified-main\wran-bulkProjectModified-main\src\icons\IconInfo3\index.js", "JavaScript", 0, 1, 0, 0, 1, 2
"c:\Users\pa515\Downloads\wran-bulkProjectModified-main\wran-bulkProjectModified-main\src\icons\IconInfo\IconInfo.jsx", "JavaScript JSX", 0, 0, 23, 4, 3, 30
"c:\Users\pa515\Downloads\wran-bulkProjectModified-main\wran-bulkProjectModified-main\src\icons\IconInfo\index.js", "JavaScript", 0, 1, 0, 0, 1, 2
"c:\Users\pa515\Downloads\wran-bulkProjectModified-main\wran-bulkProjectModified-main\src\icons\IconMinusLarge\IconMinusLarge.jsx", "JavaScript JSX", 0, 0, 15, 4, 3, 22
"c:\Users\pa515\Downloads\wran-bulkProjectModified-main\wran-bulkProjectModified-main\src\icons\IconMinusLarge\index.js", "JavaScript", 0, 1, 0, 0, 1, 2
"c:\Users\pa515\Downloads\wran-bulkProjectModified-main\wran-bulkProjectModified-main\src\icons\IconPlusLarge3\IconPlusLarge3.jsx", "JavaScript JSX", 0, 0, 19, 4, 3, 26
"c:\Users\pa515\Downloads\wran-bulkProjectModified-main\wran-bulkProjectModified-main\src\icons\IconPlusLarge3\index.js", "JavaScript", 0, 1, 0, 0, 1, 2
"c:\Users\pa515\Downloads\wran-bulkProjectModified-main\wran-bulkProjectModified-main\src\icons\IconPlusSmall\IconPlusSmall.jsx", "JavaScript JSX", 0, 0, 15, 4, 3, 22
"c:\Users\pa515\Downloads\wran-bulkProjectModified-main\wran-bulkProjectModified-main\src\icons\IconPlusSmall\index.js", "JavaScript", 0, 1, 0, 0, 1, 2
"c:\Users\pa515\Downloads\wran-bulkProjectModified-main\wran-bulkProjectModified-main\src\icons\IconSaveFloppy\IconSaveFloppy.jsx", "JavaScript JSX", 0, 0, 27, 4, 3, 34
"c:\Users\pa515\Downloads\wran-bulkProjectModified-main\wran-bulkProjectModified-main\src\icons\IconSaveFloppy\index.js", "JavaScript", 0, 1, 0, 0, 1, 2
"c:\Users\pa515\Downloads\wran-bulkProjectModified-main\wran-bulkProjectModified-main\src\icons\IconSearch\IconSearch.jsx", "JavaScript JSX", 0, 0, 21, 4, 3, 28
"c:\Users\pa515\Downloads\wran-bulkProjectModified-main\wran-bulkProjectModified-main\src\icons\IconSearch\index.js", "JavaScript", 0, 1, 0, 0, 1, 2
"c:\Users\pa515\Downloads\wran-bulkProjectModified-main\wran-bulkProjectModified-main\src\icons\IconUpload\IconUpload.jsx", "JavaScript JSX", 0, 0, 20, 4, 3, 27
"c:\Users\pa515\Downloads\wran-bulkProjectModified-main\wran-bulkProjectModified-main\src\icons\IconUpload\index.js", "JavaScript", 0, 1, 0, 0, 1, 2
"c:\Users\pa515\Downloads\wran-bulkProjectModified-main\wran-bulkProjectModified-main\src\icons\Line\Line.jsx", "JavaScript JSX", 0, 0, 25, 4, 3, 32
"c:\Users\pa515\Downloads\wran-bulkProjectModified-main\wran-bulkProjectModified-main\src\icons\Line\index.js", "JavaScript", 0, 1, 0, 0, 1, 2
"c:\Users\pa515\Downloads\wran-bulkProjectModified-main\wran-bulkProjectModified-main\src\icons\Path13\Path13.jsx", "JavaScript JSX", 0, 0, 19, 4, 3, 26
"c:\Users\pa515\Downloads\wran-bulkProjectModified-main\wran-bulkProjectModified-main\src\icons\Path13\index.js", "JavaScript", 0, 1, 0, 0, 1, 2
"c:\Users\pa515\Downloads\wran-bulkProjectModified-main\wran-bulkProjectModified-main\src\icons\Path28\Path28.jsx", "JavaScript JSX", 0, 0, 19, 4, 3, 26
"c:\Users\pa515\Downloads\wran-bulkProjectModified-main\wran-bulkProjectModified-main\src\icons\Path28\index.js", "JavaScript", 0, 1, 0, 0, 1, 2
"c:\Users\pa515\Downloads\wran-bulkProjectModified-main\wran-bulkProjectModified-main\src\icons\Path29\Path29.jsx", "JavaScript JSX", 0, 0, 19, 4, 3, 26
"c:\Users\pa515\Downloads\wran-bulkProjectModified-main\wran-bulkProjectModified-main\src\icons\Path29\index.js", "JavaScript", 0, 1, 0, 0, 1, 2
"c:\Users\pa515\Downloads\wran-bulkProjectModified-main\wran-bulkProjectModified-main\src\icons\Path38\Path38.jsx", "JavaScript JSX", 0, 0, 19, 4, 3, 26
"c:\Users\pa515\Downloads\wran-bulkProjectModified-main\wran-bulkProjectModified-main\src\icons\Path38\index.js", "JavaScript", 0, 1, 0, 0, 1, 2
"c:\Users\pa515\Downloads\wran-bulkProjectModified-main\wran-bulkProjectModified-main\src\icons\Path414\Path414.jsx", "JavaScript JSX", 0, 0, 19, 4, 3, 26
"c:\Users\pa515\Downloads\wran-bulkProjectModified-main\wran-bulkProjectModified-main\src\icons\Path414\index.js", "JavaScript", 0, 1, 0, 0, 1, 2
"c:\Users\pa515\Downloads\wran-bulkProjectModified-main\wran-bulkProjectModified-main\src\icons\Path415\Path415.jsx", "JavaScript JSX", 0, 0, 19, 4, 3, 26
"c:\Users\pa515\Downloads\wran-bulkProjectModified-main\wran-bulkProjectModified-main\src\icons\Path415\index.js", "JavaScript", 0, 1, 0, 0, 1, 2
"c:\Users\pa515\Downloads\wran-bulkProjectModified-main\wran-bulkProjectModified-main\src\icons\Path5\Path5.jsx", "JavaScript JSX", 0, 0, 19, 4, 3, 26
"c:\Users\pa515\Downloads\wran-bulkProjectModified-main\wran-bulkProjectModified-main\src\icons\Path5\index.js", "JavaScript", 0, 1, 0, 0, 1, 2
"c:\Users\pa515\Downloads\wran-bulkProjectModified-main\wran-bulkProjectModified-main\src\icons\Path690\Path690.jsx", "JavaScript JSX", 0, 0, 19, 4, 3, 26
"c:\Users\pa515\Downloads\wran-bulkProjectModified-main\wran-bulkProjectModified-main\src\icons\Path690\index.js", "JavaScript", 0, 1, 0, 0, 1, 2
"c:\Users\pa515\Downloads\wran-bulkProjectModified-main\wran-bulkProjectModified-main\src\icons\Path6\Path6.jsx", "JavaScript JSX", 0, 0, 19, 4, 3, 26
"c:\Users\pa515\Downloads\wran-bulkProjectModified-main\wran-bulkProjectModified-main\src\icons\Path6\index.js", "JavaScript", 0, 1, 0, 0, 1, 2
"c:\Users\pa515\Downloads\wran-bulkProjectModified-main\wran-bulkProjectModified-main\src\icons\Shape1019\Shape1019.jsx", "JavaScript JSX", 0, 0, 21, 4, 3, 28
"c:\Users\pa515\Downloads\wran-bulkProjectModified-main\wran-bulkProjectModified-main\src\icons\Shape1019\index.js", "JavaScript", 0, 1, 0, 0, 1, 2
"c:\Users\pa515\Downloads\wran-bulkProjectModified-main\wran-bulkProjectModified-main\src\icons\Shape19\Shape19.jsx", "JavaScript JSX", 0, 0, 21, 4, 3, 28
"c:\Users\pa515\Downloads\wran-bulkProjectModified-main\wran-bulkProjectModified-main\src\icons\Shape19\index.js", "JavaScript", 0, 1, 0, 0, 1, 2
"c:\Users\pa515\Downloads\wran-bulkProjectModified-main\wran-bulkProjectModified-main\src\icons\Shape2\Shape2.jsx", "JavaScript JSX", 0, 0, 21, 4, 3, 28
"c:\Users\pa515\Downloads\wran-bulkProjectModified-main\wran-bulkProjectModified-main\src\icons\Shape2\index.js", "JavaScript", 0, 1, 0, 0, 1, 2
"c:\Users\pa515\Downloads\wran-bulkProjectModified-main\wran-bulkProjectModified-main\src\icons\Shape365\Shape365.jsx", "JavaScript JSX", 0, 0, 21, 4, 3, 28
"c:\Users\pa515\Downloads\wran-bulkProjectModified-main\wran-bulkProjectModified-main\src\icons\Shape365\index.js", "JavaScript", 0, 1, 0, 0, 1, 2
"c:\Users\pa515\Downloads\wran-bulkProjectModified-main\wran-bulkProjectModified-main\src\icons\Shape561\Shape561.jsx", "JavaScript JSX", 0, 0, 21, 4, 3, 28
"c:\Users\pa515\Downloads\wran-bulkProjectModified-main\wran-bulkProjectModified-main\src\icons\Shape561\index.js", "JavaScript", 0, 1, 0, 0, 1, 2
"c:\Users\pa515\Downloads\wran-bulkProjectModified-main\wran-bulkProjectModified-main\src\icons\Shape578\Shape578.jsx", "JavaScript JSX", 0, 0, 21, 4, 3, 28
"c:\Users\pa515\Downloads\wran-bulkProjectModified-main\wran-bulkProjectModified-main\src\icons\Shape578\index.js", "JavaScript", 0, 1, 0, 0, 1, 2
"c:\Users\pa515\Downloads\wran-bulkProjectModified-main\wran-bulkProjectModified-main\src\icons\Shape830\Shape830.jsx", "JavaScript JSX", 0, 0, 21, 4, 3, 28
"c:\Users\pa515\Downloads\wran-bulkProjectModified-main\wran-bulkProjectModified-main\src\icons\Shape830\index.js", "JavaScript", 0, 1, 0, 0, 1, 2
"c:\Users\pa515\Downloads\wran-bulkProjectModified-main\wran-bulkProjectModified-main\src\icons\Shape99\Shape99.jsx", "JavaScript JSX", 0, 0, 21, 4, 3, 28
"c:\Users\pa515\Downloads\wran-bulkProjectModified-main\wran-bulkProjectModified-main\src\icons\Shape99\index.js", "JavaScript", 0, 1, 0, 0, 1, 2
"c:\Users\pa515\Downloads\wran-bulkProjectModified-main\wran-bulkProjectModified-main\src\icons\StepActionsBgFocusCopy16\StepActionsBgFocusCopy16.jsx", "JavaScript JSX", 0, 0, 23, 4, 3, 30
"c:\Users\pa515\Downloads\wran-bulkProjectModified-main\wran-bulkProjectModified-main\src\icons\StepActionsBgFocusCopy16\index.js", "JavaScript", 0, 1, 0, 0, 1, 2
"c:\Users\pa515\Downloads\wran-bulkProjectModified-main\wran-bulkProjectModified-main\src\icons\TabItemBar23\TabItemBar23.jsx", "JavaScript JSX", 0, 0, 13, 4, 3, 20
"c:\Users\pa515\Downloads\wran-bulkProjectModified-main\wran-bulkProjectModified-main\src\icons\TabItemBar23\index.js", "JavaScript", 0, 1, 0, 0, 1, 2
"c:\Users\pa515\Downloads\wran-bulkProjectModified-main\wran-bulkProjectModified-main\src\icons\Vector10\Vector10.jsx", "JavaScript JSX", 0, 0, 60, 4, 3, 67
"c:\Users\pa515\Downloads\wran-bulkProjectModified-main\wran-bulkProjectModified-main\src\icons\Vector10\index.js", "JavaScript", 0, 1, 0, 0, 1, 2
"c:\Users\pa515\Downloads\wran-bulkProjectModified-main\wran-bulkProjectModified-main\src\icons\Vector11\Vector11.jsx", "JavaScript JSX", 0, 0, 21, 4, 3, 28
"c:\Users\pa515\Downloads\wran-bulkProjectModified-main\wran-bulkProjectModified-main\src\icons\Vector11\index.js", "JavaScript", 0, 1, 0, 0, 1, 2
"c:\Users\pa515\Downloads\wran-bulkProjectModified-main\wran-bulkProjectModified-main\src\icons\Vector6\Vector6.jsx", "JavaScript JSX", 0, 0, 60, 4, 3, 67
"c:\Users\pa515\Downloads\wran-bulkProjectModified-main\wran-bulkProjectModified-main\src\icons\Vector6\index.js", "JavaScript", 0, 1, 0, 0, 1, 2
"c:\Users\pa515\Downloads\wran-bulkProjectModified-main\wran-bulkProjectModified-main\src\icons\Vector7\Vector7.jsx", "JavaScript JSX", 0, 0, 60, 4, 3, 67
"c:\Users\pa515\Downloads\wran-bulkProjectModified-main\wran-bulkProjectModified-main\src\icons\Vector7\index.js", "JavaScript", 0, 1, 0, 0, 1, 2
"c:\Users\pa515\Downloads\wran-bulkProjectModified-main\wran-bulkProjectModified-main\src\icons\Vector8\Vector8.jsx", "JavaScript JSX", 0, 0, 60, 4, 3, 67
"c:\Users\pa515\Downloads\wran-bulkProjectModified-main\wran-bulkProjectModified-main\src\icons\Vector8\index.js", "JavaScript", 0, 1, 0, 0, 1, 2
"c:\Users\pa515\Downloads\wran-bulkProjectModified-main\wran-bulkProjectModified-main\src\icons\Vector9\Vector9.jsx", "JavaScript JSX", 0, 0, 60, 4, 3, 67
"c:\Users\pa515\Downloads\wran-bulkProjectModified-main\wran-bulkProjectModified-main\src\icons\Vector9\index.js", "JavaScript", 0, 1, 0, 0, 1, 2
"c:\Users\pa515\Downloads\wran-bulkProjectModified-main\wran-bulkProjectModified-main\src\index.jsx", "JavaScript JSX", 0, 0, 6, 0, 3, 9
"c:\Users\pa515\Downloads\wran-bulkProjectModified-main\wran-bulkProjectModified-main\src\screens\CbpmScreen\CbpmScreen.jsx", "JavaScript JSX", 0, 0, 448, 0, 4, 452
"c:\Users\pa515\Downloads\wran-bulkProjectModified-main\wran-bulkProjectModified-main\src\screens\CbpmScreen\index.js", "JavaScript", 0, 1, 0, 0, 1, 2
"c:\Users\pa515\Downloads\wran-bulkProjectModified-main\wran-bulkProjectModified-main\src\screens\CbpmScreen\style.css", "CSS", 1186, 0, 0, 0, 134, 1320
"c:\Users\pa515\Downloads\wran-bulkProjectModified-main\wran-bulkProjectModified-main\src\screens\Cbpm\Cbpm.jsx", "JavaScript JSX", 0, 0, 83, 0, 5, 88
"c:\Users\pa515\Downloads\wran-bulkProjectModified-main\wran-bulkProjectModified-main\src\screens\Cbpm\index.js", "JavaScript", 0, 1, 0, 0, 1, 2
"c:\Users\pa515\Downloads\wran-bulkProjectModified-main\wran-bulkProjectModified-main\src\screens\Cbpm\style.css", "CSS", 133, 0, 0, 1, 25, 159
"c:\Users\pa515\Downloads\wran-bulkProjectModified-main\wran-bulkProjectModified-main\src\screens\DivWrapper\DivWrapper.jsx", "JavaScript JSX", 0, 0, 403, 0, 2, 405
"c:\Users\pa515\Downloads\wran-bulkProjectModified-main\wran-bulkProjectModified-main\src\screens\DivWrapper\index.js", "JavaScript", 0, 1, 0, 0, 1, 2
"c:\Users\pa515\Downloads\wran-bulkProjectModified-main\wran-bulkProjectModified-main\src\screens\DivWrapper\style.css", "CSS", 973, 0, 0, 0, 111, 1084
"c:\Users\pa515\Downloads\wran-bulkProjectModified-main\wran-bulkProjectModified-main\src\screens\Screen10\Screen10.jsx", "JavaScript JSX", 0, 0, 892, 0, 3, 895
"c:\Users\pa515\Downloads\wran-bulkProjectModified-main\wran-bulkProjectModified-main\src\screens\Screen10\index.js", "JavaScript", 0, 1, 0, 0, 1, 2
"c:\Users\pa515\Downloads\wran-bulkProjectModified-main\wran-bulkProjectModified-main\src\screens\Screen10\style.css", "CSS", 1385, 0, 0, 1, 155, 1541
"c:\Users\pa515\Downloads\wran-bulkProjectModified-main\wran-bulkProjectModified-main\src\screens\Screen11\Screen11.jsx", "JavaScript JSX", 0, 0, 1247, 0, 3, 1250
"c:\Users\pa515\Downloads\wran-bulkProjectModified-main\wran-bulkProjectModified-main\src\screens\Screen11\index.js", "JavaScript", 0, 1, 0, 0, 1, 2
"c:\Users\pa515\Downloads\wran-bulkProjectModified-main\wran-bulkProjectModified-main\src\screens\Screen11\style.css", "CSS", 1487, 0, 0, 1, 164, 1652
"c:\Users\pa515\Downloads\wran-bulkProjectModified-main\wran-bulkProjectModified-main\src\screens\Screen12\Screen12.jsx", "JavaScript JSX", 0, 0, 1247, 0, 5, 1252
"c:\Users\pa515\Downloads\wran-bulkProjectModified-main\wran-bulkProjectModified-main\src\screens\Screen12\index.js", "JavaScript", 0, 1, 0, 0, 1, 2
"c:\Users\pa515\Downloads\wran-bulkProjectModified-main\wran-bulkProjectModified-main\src\screens\Screen12\style.css", "CSS", 1487, 0, 0, 1, 164, 1652
"c:\Users\pa515\Downloads\wran-bulkProjectModified-main\wran-bulkProjectModified-main\src\screens\Screen13\Screen13.jsx", "JavaScript JSX", 0, 0, 1014, 0, 3, 1017
"c:\Users\pa515\Downloads\wran-bulkProjectModified-main\wran-bulkProjectModified-main\src\screens\Screen13\index.js", "JavaScript", 0, 1, 0, 0, 1, 2
"c:\Users\pa515\Downloads\wran-bulkProjectModified-main\wran-bulkProjectModified-main\src\screens\Screen13\style.css", "CSS", 1499, 0, 0, 1, 168, 1668
"c:\Users\pa515\Downloads\wran-bulkProjectModified-main\wran-bulkProjectModified-main\src\screens\Screen14\Screen14.jsx", "JavaScript JSX", 0, 0, 1006, 0, 5, 1011
"c:\Users\pa515\Downloads\wran-bulkProjectModified-main\wran-bulkProjectModified-main\src\screens\Screen14\index.js", "JavaScript", 0, 1, 0, 0, 1, 2
"c:\Users\pa515\Downloads\wran-bulkProjectModified-main\wran-bulkProjectModified-main\src\screens\Screen14\style.css", "CSS", 1516, 0, 0, 1, 170, 1687
"c:\Users\pa515\Downloads\wran-bulkProjectModified-main\wran-bulkProjectModified-main\src\screens\Screen15\Screen15.jsx", "JavaScript JSX", 0, 0, 996, 1, 5, 1002
"c:\Users\pa515\Downloads\wran-bulkProjectModified-main\wran-bulkProjectModified-main\src\screens\Screen15\index.js", "JavaScript", 0, 1, 0, 0, 1, 2
"c:\Users\pa515\Downloads\wran-bulkProjectModified-main\wran-bulkProjectModified-main\src\screens\Screen15\style.css", "CSS", 1489, 0, 0, 1, 167, 1657
"c:\Users\pa515\Downloads\wran-bulkProjectModified-main\wran-bulkProjectModified-main\src\screens\Screen3\Screen3.jsx", "JavaScript JSX", 0, 0, 1202, 0, 3, 1205
"c:\Users\pa515\Downloads\wran-bulkProjectModified-main\wran-bulkProjectModified-main\src\screens\Screen3\index.js", "JavaScript", 0, 1, 0, 0, 1, 2
"c:\Users\pa515\Downloads\wran-bulkProjectModified-main\wran-bulkProjectModified-main\src\screens\Screen3\style.css", "CSS", 2954, 0, 0, 0, 259, 3213
"c:\Users\pa515\Downloads\wran-bulkProjectModified-main\wran-bulkProjectModified-main\src\screens\Screen4\Screen4.jsx", "JavaScript JSX", 0, 0, 288, 0, 2, 290
"c:\Users\pa515\Downloads\wran-bulkProjectModified-main\wran-bulkProjectModified-main\src\screens\Screen4\index.js", "JavaScript", 0, 1, 0, 0, 1, 2
"c:\Users\pa515\Downloads\wran-bulkProjectModified-main\wran-bulkProjectModified-main\src\screens\Screen4\style.css", "CSS", 1012, 0, 0, 0, 118, 1130
"c:\Users\pa515\Downloads\wran-bulkProjectModified-main\wran-bulkProjectModified-main\src\screens\Screen5\Screen5.jsx", "JavaScript JSX", 0, 0, 111, 0, 2, 113
"c:\Users\pa515\Downloads\wran-bulkProjectModified-main\wran-bulkProjectModified-main\src\screens\Screen5\index.js", "JavaScript", 0, 1, 0, 0, 1, 2
"c:\Users\pa515\Downloads\wran-bulkProjectModified-main\wran-bulkProjectModified-main\src\screens\Screen5\style.css", "CSS", 412, 0, 0, 0, 49, 461
"c:\Users\pa515\Downloads\wran-bulkProjectModified-main\wran-bulkProjectModified-main\src\screens\Screen6\Screen6.jsx", "JavaScript JSX", 0, 0, 113, 0, 2, 115
"c:\Users\pa515\Downloads\wran-bulkProjectModified-main\wran-bulkProjectModified-main\src\screens\Screen6\index.js", "JavaScript", 0, 1, 0, 0, 1, 2
"c:\Users\pa515\Downloads\wran-bulkProjectModified-main\wran-bulkProjectModified-main\src\screens\Screen6\style.css", "CSS", 298, 0, 0, 0, 34, 332
"c:\Users\pa515\Downloads\wran-bulkProjectModified-main\wran-bulkProjectModified-main\src\screens\Screen7\Screen7.jsx", "JavaScript JSX", 0, 0, 228, 0, 2, 230
"c:\Users\pa515\Downloads\wran-bulkProjectModified-main\wran-bulkProjectModified-main\src\screens\Screen7\index.js", "JavaScript", 0, 1, 0, 0, 1, 2
"c:\Users\pa515\Downloads\wran-bulkProjectModified-main\wran-bulkProjectModified-main\src\screens\Screen7\style.css", "CSS", 720, 0, 0, 0, 88, 808
"c:\Users\pa515\Downloads\wran-bulkProjectModified-main\wran-bulkProjectModified-main\src\screens\Screen8\Screen8.jsx", "JavaScript JSX", 0, 0, 286, 0, 2, 288
"c:\Users\pa515\Downloads\wran-bulkProjectModified-main\wran-bulkProjectModified-main\src\screens\Screen8\index.js", "JavaScript", 0, 1, 0, 0, 1, 2
"c:\Users\pa515\Downloads\wran-bulkProjectModified-main\wran-bulkProjectModified-main\src\screens\Screen8\style.css", "CSS", 1004, 0, 0, 0, 117, 1121
"c:\Users\pa515\Downloads\wran-bulkProjectModified-main\wran-bulkProjectModified-main\src\screens\Screen9\Screen9.jsx", "JavaScript JSX", 0, 0, 293, 0, 2, 295
"c:\Users\pa515\Downloads\wran-bulkProjectModified-main\wran-bulkProjectModified-main\src\screens\Screen9\index.js", "JavaScript", 0, 1, 0, 0, 1, 2
"c:\Users\pa515\Downloads\wran-bulkProjectModified-main\wran-bulkProjectModified-main\src\screens\Screen9\style.css", "CSS", 1015, 0, 0, 0, 120, 1135
"Total", "-", 19756, 336, 13011, 416, 2735, 36254